GEOID,coords,duration,geometry
17031834000,"[41.72756028822689, -87.62950436589648]",20.0,"POLYGON ((-87.6294925 41.7296869, -87.62261289999999 41.73687, -87.62253299999999 41.7308102, -87.61572 41.727376, -87.6187247 41.7231017, -87.62406399999999 41.717179, -87.6296668 41.7157705, -87.63677989999999 41.7171645, -87.64326989999999 41.7215165, -87.635741 41.727579, -87.63497009999999 41.7293704, -87.6321239 41.7325419, -87.6294925 41.7296869))"
17031833900,"[41.731877179046236, -87.54785286272997]",20.0,"POLYGON ((-87.543072 41.737531, -87.5401299 41.7331874, -87.5380967 41.7262408, -87.541535 41.723733, -87.547645 41.720078, -87.5552102 41.7227063, -87.5600757 41.7261034, -87.5600446 41.7328576, -87.56849939999999 41.7407841, -87.560278 41.737502, -87.55608169999999 41.7417381, -87.54790589999999 41.7446328, -87.543072 41.737531))"
17031221000,"[41.920960430602385, -87.71525255727798]",20.0,"POLYGON ((-87.7085822 41.9295715, -87.703074 41.926083, -87.69891969999999 41.92105919999999, -87.7020227 41.9156328, -87.70767239999999 41.9119225, -87.71524119999999 41.9093395, -87.72239239999999 41.91295059999999, -87.7279298 41.9156447, -87.73547979999999 41.9205103, -87.726466 41.926178, -87.72204680000002 41.9300617, -87.7159738 41.9340188, -87.7085822 41.9295715))"
17031221100,"[41.92102054216185, -87.71036087537796]",20.0,"POLYGON ((-87.71008399999999 41.9330626, -87.7032708 41.9303705, -87.69778400000001 41.9266105, -87.694255 41.92108, -87.69845869999999 41.9157861, -87.7028713 41.9119731, -87.7102379 41.9089689, -87.71721429999999 41.9117984, -87.7216176 41.9153987, -87.7301324 41.9209862, -87.72274520000001 41.9262251, -87.71714039999999 41.9300903, -87.71008399999999 41.9330626))"
17031242800,"[41.89263204557679, -87.69032375549155]",20.0,"POLYGON ((-87.69013339999999 41.9048068, -87.68262249999999 41.9012576, -87.67789549999999 41.8979357, -87.67391300000001 41.892958, -87.67649519999999 41.886571, -87.6824814 41.8823098, -87.690302 41.883479, -87.692508 41.887106, -87.6923369 41.8918694, -87.70198329999999 41.8919473, -87.704469 41.898942, -87.6981435 41.9029086, -87.69013339999999 41.9048068))"
17031242900,"[41.892195532934714, -87.68428963664434]",20.0,"POLYGON ((-87.6768941 41.9012485, -87.6725232 41.8975952, -87.66604049999999 41.8919502, -87.67208199999999 41.886615, -87.677183 41.88288300000001, -87.6838552 41.8772856, -87.691149 41.882698, -87.6888256 41.8902511, -87.69853990000001 41.8902252, -87.6983537 41.8981894, -87.6915939 41.9009838, -87.684347 41.907252, -87.6768941 41.9012485))"
17031243000,"[41.89227537939264, -87.67939814177177]",20.0,"POLYGON ((-87.6785888 41.9074055, -87.6720503 41.9013929, -87.666939 41.897411, -87.66315299999999 41.89227899999999, -87.6673215 41.8870824, -87.67179539999999 41.88321, -87.679058 41.8804344, -87.6877562 41.8837176, -87.689235 41.8868623, -87.69853990000001 41.8902252, -87.6912052 41.8975267, -87.686386 41.901463, -87.6785888 41.9074055))"
17031243100,"[41.89235466213643, -87.67450675347433]",20.0,"POLYGON ((-87.67429229999999 41.9056557, -87.66709590000001 41.9016439, -87.66243440000001 41.897156, -87.65834070000001 41.8922578, -87.6626594 41.8870083, -87.6676425 41.8831031, -87.67473799999999 41.8794449, -87.6814285 41.8835805, -87.6853783 41.8875117, -87.6938754 41.8934282, -87.6865406 41.8977152, -87.68172439999999 41.9013975, -87.67429229999999 41.9056557))"
17031071400,"[41.92215307591395, -87.6294059796152]",20.0,"POLYGON ((-87.61986870000001 41.9013942, -87.6288536 41.9101964, -87.6341728 41.9172692, -87.6369062 41.9188073, -87.6360797 41.921845, -87.64016509999999 41.9273383, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.65836419999999 41.9435601, -87.6375252 41.93218640000001, -87.61986870000001 41.9013942))"
17031243300,"[41.89247817424054, -87.66473878651617]",20.0,"POLYGON ((-87.66425079999999 41.9030071, -87.65698429999999 41.9023288, -87.65093010000001 41.8983022, -87.6476835 41.8922376, -87.6521467 41.8855734, -87.65883119999999 41.8843221, -87.6651255 41.8805638, -87.67178880000002 41.8832197, -87.6771059 41.8874351, -87.680925 41.8924499, -87.67673839999999 41.897866, -87.6719899 41.901581, -87.66425079999999 41.9030071))"
17031243200,"[41.8924327424389, -87.66962376185874]",20.0,"POLYGON ((-87.66256629999999 41.9015276, -87.657253 41.897754, -87.65537879999999 41.8919236, -87.65892300000002 41.8876816, -87.66271050000002 41.8834182, -87.66945000000001 41.877799, -87.67668660000001 41.8831494, -87.6820359 41.8871468, -87.68919009999999 41.8923624, -87.6819941 41.8976385, -87.67620079999999 41.9015446, -87.66256629999999 41.9015276))"
17031243400,"[41.89255798954084, -87.65984792427027]",20.0,"POLYGON ((-87.65910439999999 41.9045454, -87.6557809 41.8990727, -87.64787969999999 41.8979968, -87.6457229 41.8928352, -87.6498603 41.8879876, -87.6529395 41.88340120000001, -87.6595445 41.8805398, -87.667897 41.882083, -87.672214 41.8875302, -87.676084 41.892539, -87.67222989999999 41.8977909, -87.66676289999999 41.9017801, -87.65910439999999 41.9045454))"
17031150800,"[41.949708612798055, -87.75211816585293]",20.0,"POLYGON ((-87.74569819999999 41.9575434, -87.74020399999999 41.954998, -87.73600549999999 41.9499151, -87.7396461 41.9444138, -87.744444 41.94067740000001, -87.75183179999999 41.93486679999999, -87.75919759999999 41.9404903, -87.7644487 41.9446216, -87.7724719 41.950103, -87.76707309999999 41.95501720000001, -87.75913120000001 41.9589649, -87.7521332 41.9616933, -87.74569819999999 41.9575434))"
17031150700,"[41.94959156460801, -87.76195802891986]",20.0,"POLYGON ((-87.7618609 41.964399, -87.75484229999999 41.9583551, -87.7491919 41.95499299999999, -87.74417099999999 41.949811, -87.74998119999999 41.9439584, -87.7548633 41.9407605, -87.761803 41.934778, -87.76899179999999 41.9403586, -87.774006 41.9444345, -87.78234499999999 41.94999300000001, -87.7759009 41.9555829, -87.7696526 41.95954709999999, -87.7618609 41.964399))"
17031150600,"[41.949473096301936, -87.77175783371868]",20.0,"POLYGON ((-87.7646898 41.9582351, -87.757772 41.9557668, -87.7519049 41.94906, -87.75951569999999 41.9439104, -87.76462889999999 41.94064059999999, -87.7718433 41.9348384, -87.77871760000001 41.9402501, -87.78413599999999 41.944126, -87.7790938 41.9502741, -87.78384629999999 41.9547197, -87.7781926 41.9585109, -87.77224050000001 41.9640733, -87.7646898 41.9582351))"
17031110400,"[41.97295366781568, -87.77261142840995]",20.0,"POLYGON ((-87.76651339999999 41.9811282, -87.7624405 41.9773893, -87.76017619999999 41.9729146, -87.75851609999999 41.9666565, -87.764437 41.962079, -87.77228599999999 41.9607821, -87.77939459999999 41.9637527, -87.7847493 41.9677253, -87.7864208 41.9729248, -87.7868819 41.9788938, -87.78042309999999 41.982918, -87.7729928 41.98177279999999, -87.76651339999999 41.9811282))"
17031241300,"[41.906771661230216, -87.68102499823829]",20.0,"POLYGON ((-87.6803316 41.9190353, -87.6739456 41.9155456, -87.6689245 41.9119864, -87.66491359999999 41.9065091, -87.6668684 41.9006318, -87.67306099999999 41.896638, -87.6809483 41.8950858, -87.68760949999999 41.8972663, -87.693473 41.90177, -87.6969659 41.9065843, -87.6927642 41.912087, -87.68905890000001 41.917407, -87.6803316 41.9190353))"
17031241100,"[41.90664032016157, -87.68958010522516]",20.0,"POLYGON ((-87.68950199999999 41.918923, -87.68274839999999 41.9157424, -87.67728729999999 41.9120295, -87.67310049999999 41.9067002, -87.67721419999999 41.9013546, -87.68242099999999 41.8978524, -87.68918649999999 41.8930028, -87.696748 41.8974334, -87.70236969999999 41.8956013, -87.70567579999999 41.9044784, -87.7031099 41.912711, -87.69653699999999 41.9156831, -87.68950199999999 41.918923))"
17031241500,"[41.908375924106124, -87.67093650160902]",20.0,"POLYGON ((-87.6707246 41.920343, -87.66319129999999 41.9170328, -87.65979 41.9122545, -87.65873789999999 41.908081, -87.6584015 41.9017252, -87.66286400000001 41.898215, -87.6709558 41.8960121, -87.67894199999999 41.897968, -87.6848813 41.9019875, -87.6867735 41.9083702, -87.68466389999999 41.9140234, -87.67843479999999 41.9175927, -87.6707246 41.920343))"
17031241600,"[41.90670971179178, -87.66532774045673]",20.0,"POLYGON ((-87.658738 41.9154021, -87.6548761 41.91112940000001, -87.656683 41.90710060000001, -87.65105079999999 41.9006376, -87.6569305 41.8959386, -87.66531999999999 41.894544, -87.6710166 41.89849479999999, -87.6774719 41.9014927, -87.68185 41.90677, -87.67939 41.912809, -87.6724632 41.916301, -87.665966 41.9171987, -87.658738 41.9154021))"
17031151200,"[41.942168985833895, -87.77149534842334]",20.0,"POLYGON ((-87.76445149999999 41.95135630000001, -87.75941229999999 41.9473374, -87.75182599999999 41.9414985, -87.75924669999999 41.9370807, -87.7647346 41.93298670000001, -87.77157489999999 41.9275358, -87.7781684 41.9330499, -87.783626 41.937185, -87.79160779999999 41.9417419, -87.78385779999999 41.9470762, -87.77852439999999 41.9513711, -87.77201149999999 41.9567819, -87.76445149999999 41.95135630000001))"
17031241400,"[41.90602837088373, -87.67531260066231]",20.0,"POLYGON ((-87.6751941 41.9177887, -87.6681605 41.915336, -87.66282289999999 41.911002, -87.66066289999999 41.90302920000001, -87.6610029 41.9001325, -87.6671875 41.895157, -87.67520639999999 41.8938829, -87.68236809999999 41.8966098, -87.68734809999999 41.9007385, -87.691163 41.905882, -87.68758339999999 41.9113511, -87.68361580000001 41.9166532, -87.6751941 41.9177887))"
17031151100,"[41.94229034323704, -87.76171751796598]",20.0,"POLYGON ((-87.7546272 41.9510321, -87.7496893 41.9474594, -87.7414594 41.9425621, -87.749528 41.936709, -87.7545557 41.9334733, -87.761923 41.927418, -87.7690149 41.9332409, -87.77371459999999 41.9366408, -87.78185099999999 41.942704, -87.7739696 41.9478307, -87.7687421 41.95109830000001, -87.7621625 41.95689429999999, -87.7546272 41.9510321))"
17031250200,"[41.91235084585062, -87.75107298799752]",20.0,"POLYGON ((-87.74401879999999 41.9214139, -87.73915900000001 41.918151, -87.7346702 41.9113264, -87.73946149999999 41.908041, -87.7459394 41.9042067, -87.75152749999999 41.9005989, -87.75805020000001 41.9032632, -87.76366779999999 41.9070347, -87.7668362 41.9121076, -87.76487879999999 41.91788820000001, -87.75942599999999 41.922659, -87.7512311 41.9242226, -87.74401879999999 41.9214139))"
17031250300,"[41.91284192927544, -87.76084076525582]",20.0,"POLYGON ((-87.753264 41.92214, -87.748451 41.9179454, -87.74178999999999 41.9122816, -87.74851989999999 41.9064332, -87.7533512 41.9036436, -87.7607285 41.89762959999999, -87.7679349 41.9037072, -87.77346779999999 41.9076871, -87.77673679999999 41.91310010000001, -87.7712511 41.91796919999999, -87.7677482 41.9221203, -87.76098019999999 41.9216206, -87.753264 41.92214))"
17031250400,"[41.912907891902826, -87.77539418256583]",20.0,"POLYGON ((-87.7727488 41.9180656, -87.7533809 41.9168306, -87.7572857 41.91283929999999, -87.76306079999999 41.9077178, -87.7681427 41.903915, -87.77522789999999 41.8978918, -87.78300089999999 41.9024479, -87.78758209999999 41.9083129, -87.79548 41.9126445, -87.7821601 41.9166592, -87.77848809999999 41.915284, -87.77795359999999 41.9178671, -87.7727488 41.9180656))"
17031243500,"[41.89265360988218, -87.65251724729745]",20.0,"POLYGON ((-87.64788040000001 41.8980272, -87.63839899999999 41.8987358, -87.63602290000001 41.8921588, -87.64046139999999 41.8873494, -87.6443479 41.88223139999999, -87.65209109999999 41.8836354, -87.6576098 41.8864709, -87.6621974 41.8881026, -87.66681 41.892303, -87.6665318 41.8985975, -87.66058769999999 41.904495, -87.65270049999999 41.9015951, -87.64788040000001 41.8980272))"
17031250500,"[41.91461807427118, -87.79679618185202]",20.0,"POLYGON ((-87.79625639999999 41.926609, -87.7909154 41.9230992, -87.78676659999999 41.9190663, -87.78119559999999 41.9145563, -87.78455900000002 41.909555, -87.7893785 41.9056389, -87.797391 41.901813, -87.80411389999999 41.9052985, -87.80918629999999 41.909402, -87.8126726 41.9142425, -87.8085681 41.9198021, -87.803963 41.923221, -87.79625639999999 41.926609))"
17031071800,"[41.914585513962834, -87.64596598534575]",20.0,"POLYGON ((-87.6388611 41.9235803, -87.6354324 41.9188177, -87.6310891 41.9137846, -87.63372 41.9092788, -87.6378828 41.9043125, -87.64545869999999 41.9031494, -87.6517782 41.9053632, -87.65873789999999 41.908081, -87.658738 41.9154021, -87.6597769 41.9204975, -87.652946 41.9235582, -87.6460474 41.9265492, -87.6388611 41.9235803))"
17031071500,"[41.9149142794503, -87.62676274960273]",20.0,"POLYGON ((-87.61672689999999 41.8971752, -87.626769 41.903472, -87.6339069 41.9058502, -87.63785589999999 41.9102317, -87.64287059999999 41.9147396, -87.65130429999999 41.9214378, -87.64109739999999 41.9208632, -87.63505889999999 41.9255974, -87.6297721 41.9228663, -87.61672689999999 41.8971752))"
17031080400,"[41.90741229585053, -87.64090146057023]",20.0,"POLYGON ((-87.6403534 41.9191443, -87.6333078 41.9160381, -87.6310891 41.9137846, -87.62553439999999 41.9068743, -87.6269155 41.9016662, -87.632817 41.897, -87.6407413 41.8954678, -87.64753549999999 41.8986953, -87.65227259999999 41.90779320000001, -87.65439930000001 41.9130712, -87.648827 41.91644, -87.6403534 41.9191443))"
17031080100,"[41.907553726467, -87.62678974358614]",20.0,"POLYGON ((-87.61672689999999 41.8971752, -87.61672689999999 41.8971752, -87.62018119999999 41.8984375, -87.62712329999999 41.8955121, -87.6338976 41.8980507, -87.6384741 41.9020195, -87.642962 41.9074979, -87.63902 41.912654, -87.65130429999999 41.9214378, -87.63454259999999 41.9183507, -87.6297721 41.9228663, -87.61672689999999 41.8971752))"
17031080300,"[41.90749004203033, -87.63579864573282]",20.0,"POLYGON ((-87.6350669 41.9194824, -87.6297721 41.9228663, -87.61986870000001 41.9013942, -87.62516099999999 41.902686, -87.6289056 41.8984471, -87.6355748 41.8953745, -87.643294 41.898221, -87.6480162 41.9020771, -87.6514536 41.9076314, -87.6481079 41.912697, -87.65130429999999 41.9214378, -87.6433547 41.9165855, -87.6350669 41.9194824))"
17031160400,"[41.957365770741134, -87.72282385292091]",20.0,"POLYGON ((-87.72236699999999 41.972252, -87.71608599999999 41.966259, -87.7110462 41.9625874, -87.702271 41.957456, -87.708275 41.951363, -87.71455 41.94681, -87.72289909999999 41.9480328, -87.7298874 41.9481663, -87.7390994 41.9572726, -87.73674919999999 41.9633663, -87.73113789999999 41.9677151, -87.72236699999999 41.972252))"
17031160300,"[41.95726821106646, -87.73089578486685]",20.0,"POLYGON ((-87.7308249 41.9692496, -87.72369669999999 41.966477, -87.71869149999999 41.9628727, -87.710548 41.9570888, -87.7170757 41.9506881, -87.72251989999999 41.9468973, -87.73086790000001 41.9449701, -87.737661 41.948028, -87.74168399999999 41.952592, -87.7425389 41.957591, -87.74267309999999 41.9625978, -87.739008 41.967661, -87.7308249 41.9692496))"
17031160100,"[41.96462844441838, -87.74279509611468]",20.0,"POLYGON ((-87.742699 41.975126, -87.73472799999999 41.975008, -87.7302382 41.9698283, -87.726096 41.964617, -87.72894629999999 41.9586941, -87.73979 41.957284, -87.7426763 41.9584891, -87.7488261 41.9568282, -87.75362899999999 41.960139, -87.7549647 41.9642704, -87.75509049999999 41.9697702, -87.750698 41.9749679, -87.742699 41.975126))"
17031160200,"[41.95879377102393, -87.73839986242486]",20.0,"POLYGON ((-87.73020939999999 41.9691987, -87.72640050000001 41.9640528, -87.722517 41.959066, -87.726326 41.9535207, -87.73001699999999 41.9479797, -87.738006 41.946674, -87.7454803 41.9499871, -87.7485377 41.9544802, -87.7502853 41.9587134, -87.75069689999999 41.9639443, -87.7455183 41.9678809, -87.7389417 41.9708026, -87.73020939999999 41.9691987))"
17031221500,"[41.92164688912462, -87.68995134666956]",20.0,"POLYGON ((-87.6829424 41.9288426, -87.67943269999999 41.9264284, -87.67371899999999 41.9211979, -87.6758739 41.915707, -87.68193649999999 41.9110936, -87.68992419999999 41.9096718, -87.69771999999999 41.911103, -87.70146149999999 41.9163641, -87.70616590000002 41.9217545, -87.703993 41.927635, -87.6976188 41.932109, -87.6900266 41.9335142, -87.6829424 41.9288426))"
17031221400,"[41.920801313923455, -87.69453203932085]",20.0,"POLYGON ((-87.6864613 41.92671929999999, -87.68543079999999 41.9268119, -87.6784184 41.9209655, -87.6864571 41.9104294, -87.6942852 41.9086739, -87.70123319999999 41.9116335, -87.70654669999999 41.9154444, -87.71082419999999 41.92093089999999, -87.7083313 41.92664569999999, -87.702139 41.9307779, -87.6953441 41.9321282, -87.6864613 41.92671929999999))"
17031221300,"[41.921125677877974, -87.69975406080898]",20.0,"POLYGON ((-87.699744 41.93328, -87.693201 41.929872, -87.687178 41.9264265, -87.685706 41.9210272, -87.685643 41.91496799999999, -87.691766 41.910829, -87.7018782 41.9092331, -87.7068572 41.9119282, -87.71165240000001 41.9158262, -87.7158833 41.9207622, -87.7119122 41.9263397, -87.70779379999999 41.9314871, -87.699744 41.93328))"
17031160700,"[41.95041900059602, -87.70198329339269]",20.0,"POLYGON ((-87.70196199999999 41.9639162, -87.6983333 41.9576329, -87.6899346 41.9556473, -87.69358539999999 41.9501272, -87.690618 41.945431, -87.693921 41.939926, -87.70145869999999 41.938441, -87.70745699999999 41.9419276, -87.71357549999999 41.94462499999999, -87.721738 41.950358, -87.71418559999999 41.95565939999999, -87.7089673 41.9592219, -87.70196199999999 41.9639162))"
17031250800,"[41.90618551648635, -87.75147410937865]",20.0,"POLYGON ((-87.74520099999999 41.915658, -87.739549 41.911098, -87.7386126 41.9060749, -87.7390432 41.9013262, -87.744467 41.89664399999999, -87.75140259999999 41.8938126, -87.759732 41.895862, -87.7636294 41.9009109, -87.7685115 41.9061211, -87.76367169999999 41.9112166, -87.75739999999999 41.914055, -87.751824 41.917668, -87.74520099999999 41.915658))"
